,LinearRegression,RandomForest,GradientBoosting,XGBoost,LightGBM,SVR,LSTM,StackingEnsemble
parque_solar_girasol,"{'MSE': 36.267017012809276, 'R2': 0.9630725389101569}","{'MSE': 15.508413443380011, 'R2': 0.9842091690696991}","{'MSE': 13.222887949187195, 'R2': 0.9865363153504876}","{'MSE': 12.793333141201018, 'R2': 0.9869736926085142}","{'MSE': 13.620311654898217, 'R2': 0.9861316543213315}","{'MSE': 39.25226871565413, 'R2': 0.9600329239878362}","{'MSE': 72.72458151464376, 'R2': 0.9260338741227342}","{'MSE': 12.931003609179411, 'R2': 0.9868335150789507}"
