date,temperature_2m,dew_point_2m,relative_humidity_2m,apparent_temperature,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,visibility,evapotranspiration,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_80m,wind_speed_120m,wind_speed_180m,wind_direction_10m,wind_direction_80m,wind_direction_120m,wind_direction_180m,wind_gusts_10m,temperature_80m,temperature_120m,temperature_180m,soil_temperature_0cm,soil_temperature_6cm,soil_temperature_18cm,soil_temperature_54cm,soil_moisture_0_to_1cm,soil_moisture_1_to_3cm,soil_moisture_3_to_9cm,soil_moisture_9_to_27cm,soil_moisture_27_to_81cm,uv_index,uv_index_clear_sky,is_day,sunshine_duration,wet_bulb_temperature_2m,cape,lifted_index,convective_inhibition,freezing_level_height,shortwave_radiation,diffuse_radiation,global_tilted_irradiance,shortwave_radiation_instant,diffuse_radiation_instant,global_tilted_irradiance_instant,direct_radiation,direct_normal_irradiance,terrestrial_radiation,direct_radiation_instant,direct_normal_irradiance_instant,terrestrial_radiation_instant,pressure_msl,generation
2025-06-02 12:00:00+00:00,27.418001,23.24074,78.0,31.320755,1015.6478,95.0,75.0,50.0,24140.0,0.07000001,0.12058116,0.8031049,11.885453,16.87398,19.576189,23.4,125.13428,123.690094,122.22874,120.51016,21.599998,26.168001,25.468,24.768,29.368,27.268,28.518,28.818,0.118,0.139,0.183,0.207,0.23,1.4,1.4,1.0,3600.0,24.362108,860.0,-2.9,-10.0,5030.0,125.0,70.0,125.0,171.54016,96.062485,171.54016,55.0,184.06552,397.37946,75.47767,252.59703,545.3323,1019.0,0.0
2025-06-02 13:00:00+00:00,28.468,23.158031,73.0,31.180916,1015.7589,79.0,55.0,59.0,24140.0,0.15,0.25280395,1.047759,19.694992,25.809765,27.105392,28.220419,120.78408,120.141304,120.31113,119.83545,34.92,26.668001,25.968,25.068,31.268,28.118,28.468,28.818,0.117,0.139,0.182,0.207,0.23,3.25,3.25,1.0,3600.0,24.620789,890.0,-2.9,-1.0,5060.0,299.0,126.0,299.0,357.14447,150.50235,357.14447,173.0,336.14346,684.4333,206.64212,401.511,817.53033,1019.1,0.0
2025-06-02 14:00:00+00:00,29.368,23.08811,69.0,31.33511,1015.66956,73.0,72.0,0.0,24140.0,0.22,0.37760365,1.2672119,24.514387,32.417995,33.71338,35.008957,119.953514,119.98155,120.12423,120.25636,44.28,27.168001,26.468,25.568,32.718,29.068,28.468,28.818,0.114,0.139,0.182,0.206,0.23,5.35,5.35,1.0,3600.0,24.852268,930.0,-2.9,-7.0,5040.0,475.0,153.0,475.0,530.42957,170.85416,530.42957,322.0,457.70224,935.5718,359.5754,511.11325,1044.7472,1019.0,0.0
2025-06-02 15:00:00+00:00,30.268,23.20936,66.0,32.557846,1015.5798,68.0,68.0,0.0,24140.0,0.26,0.4955532,1.4635172,25.872456,33.77291,35.069984,36.17955,121.920845,121.48742,121.568924,121.15924,46.8,27.668001,26.868,25.968,35.017998,30.118,28.568,28.818,0.109,0.139,0.182,0.205,0.23,7.2,7.2,1.0,3600.0,25.211342,1000.0,-3.2,-4.0,5050.0,649.0,196.0,649.0,693.5483,209.45372,693.5483,453.0,531.37634,1133.6913,484.09457,567.85077,1211.5094,1018.9,0.0
2025-06-02 16:00:00+00:00,30.818,22.960642,63.0,33.290756,1015.1867,76.0,76.0,0.0,24140.0,0.29000002,0.58444476,1.6434951,27.362368,35.452232,36.74999,38.047756,122.64463,122.56042,122.60033,122.6375,50.039997,28.068,27.268,26.368,35.118,31.168001,28.718,28.818,0.105,0.139,0.182,0.205,0.23,8.5,8.5,1.0,3600.0,25.227732,990.0,-3.7,0.0,5060.0,774.0,223.0,774.0,799.1794,230.25453,799.1794,551.0,579.0961,1265.302,568.92487,597.935,1306.4642,1018.5,0.0
2025-06-02 17:00:00+00:00,31.118,22.979073,62.0,33.719032,1014.69183,91.0,60.0,4.0,24140.0,0.27,0.6010188,1.7169785,26.959166,34.746994,36.04497,37.34295,124.11452,124.019394,124.00754,123.996506,51.12,28.168001,27.368,26.468,36.368,31.868,28.968,28.818,0.1,0.139,0.182,0.204,0.229,9.05,9.05,1.0,3600.0,25.334631,1110.0,-3.5,0.0,5060.0,786.0,244.0,786.0,787.0146,244.31496,787.0146,542.0,545.4282,1321.4464,542.6996,546.13226,1323.1521,1018.0,0.0
2025-06-02 18:00:00+00:00,31.418001,22.992582,61.0,34.609715,1014.09705,100.0,43.0,6.0,24140.0,0.27,0.62093174,1.7924364,24.023088,30.007679,31.303444,32.28981,119.63829,120.256355,120.39865,120.85413,49.32,28.468,27.668001,26.768,36.918,32.517998,29.218,28.818,0.096,0.139,0.182,0.204,0.229,8.85,8.85,1.0,3600.0,25.438494,1130.0,-3.4,0.0,5050.0,810.0,295.0,810.0,786.3775,286.39673,786.3775,515.0,527.4867,1298.309,499.98074,512.1033,1260.4456,1017.4,0.0
2025-06-02 19:00:00+00:00,30.818,22.696611,62.0,33.325886,1013.592,100.0,65.0,5.0,24140.0,0.24,0.5280755,1.6879568,23.042812,29.024128,30.007679,30.811037,118.96757,119.74479,120.256355,120.15998,43.199997,28.368,27.568,26.668001,33.668,32.767998,29.468,28.818,0.093,0.138,0.182,0.203,0.229,7.8,7.8,1.0,3600.0,25.06296,1040.0,-3.4,0.0,5050.0,668.0,378.0,668.0,626.24664,354.37308,626.24664,290.0,322.03867,1197.4763,271.87354,301.9096,1122.6279,1016.9,0.0
2025-06-02 20:00:00+00:00,30.168001,23.114454,66.0,32.446598,1013.0866,100.0,57.0,0.0,24140.0,0.18,0.39504403,1.4551783,22.476227,28.772987,29.76484,30.566095,121.908066,121.701385,122.15227,122.00535,41.760002,27.968,27.168001,26.268,33.067997,32.267998,29.668001,28.818,0.091,0.138,0.182,0.203,0.229,6.15,6.15,1.0,2866.5872,25.119446,1210.0,-3.1,-1.0,5050.0,471.0,351.0,471.0,421.99557,314.48077,421.99557,120.0,155.5529,1025.8279,107.51479,139.36865,919.09735,1016.4,0.0
2025-06-02 21:00:00+00:00,29.968,23.173206,67.0,32.570343,1012.8851,70.0,47.0,0.0,24140.0,0.17,0.36560813,1.3962784,20.497883,26.486313,27.288855,28.277763,120.61853,121.097244,120.96369,121.464096,40.32,27.968,27.168001,26.268,32.218,32.017998,29.818,28.818,0.09,0.138,0.182,0.202,0.229,4.15,4.15,1.0,3600.0,25.094278,1270.0,-2.4,-13.0,5050.0,448.0,195.0,448.0,373.9942,162.78766,373.9942,253.0,423.13837,795.06775,211.20654,353.23947,663.72925,1016.2,0.0
2025-06-02 22:00:00+00:00,29.118,23.321917,71.0,32.305717,1013.1748,98.0,40.0,2.0,24140.0,0.13,0.23695871,1.1684673,17.10284,22.104116,22.90743,23.710857,120.34317,120.32352,120.191536,120.0685,36.719997,27.668001,26.868,26.068,29.568,31.518,29.968,28.818,0.09,0.138,0.181,0.202,0.229,2.1,2.1,1.0,3600.0,24.927317,1310.0,-1.9,-28.0,5040.0,275.0,110.0,275.00003,197.39941,78.95976,197.39944,165.0,421.18134,520.92523,118.43965,302.33072,373.92853,1016.5,0.0
2025-06-02 23:00:00+00:00,28.068,23.439486,76.0,31.856567,1013.5621,100.0,27.0,0.0,24140.0,0.06,0.10062975,0.90993285,13.479583,19.469976,20.26899,21.370783,124.11452,123.6901,123.407845,122.61923,30.239998,27.268,26.568,25.768,27.218,30.568,30.018,28.818,0.091,0.138,0.181,0.202,0.229,0.55,0.55,1.0,3279.5637,24.68875,1290.0,-2.3,-16.0,5040.0,85.0,53.0,84.99999,26.579208,16.572918,25.046902,32.0,180.55241,222.0822,10.00629,53.203278,69.44434,1016.9,0.0
2025-06-03 00:00:00+00:00,27.268,23.720827,81.0,31.554535,1014.1512,100.0,39.0,0.0,24140.0,0.03,0.051468354,0.68750167,11.246759,16.92383,18.504139,21.175837,129.80553,128.08882,127.09292,125.311295,23.039999,26.768,26.168001,25.468,26.568,29.618,29.968,28.868,0.092,0.137,0.181,0.202,0.229,0.0,0.0,0.0,0.0,24.650333,1320.0,-2.7,-8.0,5040.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25.024462,0.0,0.0,0.0,1017.5,0.0
2025-06-03 01:00:00+00:00,26.918001,23.784737,83.0,31.510395,1014.74506,100.0,31.0,0.0,24140.0,0.02,0.016524363,0.60264444,9.422101,14.84318,16.992609,19.770523,133.45189,129.09386,126.384445,123.11135,20.519999,26.668001,26.068,25.368,26.368,28.918001,29.868,28.868,0.093,0.137,0.181,0.202,0.229,0.0,0.0,0.0,0.0,24.597559,1360.0,-3.0,-7.0,5030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.1,0.0
2025-06-03 02:00:00+00:00,26.618,23.887117,85.0,31.457764,1015.34,100.0,40.0,0.0,24140.0,0.02,0.009354412,0.522454,8.161764,13.830749,15.778516,18.892282,138.57643,128.65984,124.77791,120.96369,17.28,26.668001,26.068,25.368,26.118,28.418001,29.768,28.868,0.095,0.137,0.181,0.202,0.229,0.0,0.0,0.0,0.0,24.58871,1310.0,-3.0,-8.0,5010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.7,0.0
2025-06-03 03:00:00+00:00,26.218,23.689285,86.0,31.136429,1015.6345,100.0,33.0,0.0,24140.0,0.02,0.0038580052,0.47628355,6.792466,12.229406,14.618837,17.782686,147.99466,132.61403,127.99879,121.75944,15.119999,26.668001,26.068,25.468,25.518,28.018,29.618,28.868,0.097,0.137,0.181,0.202,0.229,0.0,0.0,0.0,0.0,24.33894,1130.0,-3.1,-10.0,4980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1019.0,0.0
2025-06-03 04:00:00+00:00,25.568,23.431967,88.0,30.557198,1015.3282,42.0,11.0,0.0,24140.0,0.01,0.0,0.39286494,5.2416787,9.220499,10.948973,13.608762,164.05453,141.34016,133.66785,127.47626,12.959999,26.768,26.268,25.568,24.618,27.618,29.468,28.868,0.099,0.137,0.181,0.202,0.229,0.0,0.0,0.0,0.0,23.979908,880.0,-2.9,-8.0,4940.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1018.7,0.0
2025-06-03 05:00:00+00:00,24.868,23.478125,92.0,29.886066,1014.8219,17.0,17.0,0.0,24140.0,0.01,0.0,0.25123954,5.2416787,8.891343,10.464797,11.966954,164.05453,148.24057,139.18501,133.7812,10.440001,26.568,26.068,25.368,24.268,27.118,29.268,28.868,0.101,0.137,0.181,0.202,0.229,0.0,0.0,0.0,0.0,23.835064,830.0,-3.0,-13.0,4890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018.2,0.0
2025-06-03 06:00:00+00:00,24.568,23.360218,93.0,29.410744,1014.12067,76.0,40.0,0.0,24140.0,0.01,0.0,0.21593928,5.95906,9.387651,10.739832,12.218805,154.98314,147.52882,140.44037,135.0001,11.159999,26.268,25.768,25.068,24.068,26.768,29.068,28.868,0.102,0.137,0.181,0.202,0.229,0.0,0.0,0.0,0.0,23.672514,900.0,-2.9,-13.0,4860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.5,0.0
2025-06-03 07:00:00+00:00,24.468,23.26112,93.0,29.272312,1013.82074,68.0,44.0,0.0,24140.0,0.01,0.0,0.21465564,5.815978,9.387651,11.019764,12.7279215,158.19853,147.52882,141.63248,135.0001,11.5199995,26.068,25.668001,24.968,23.868,26.518,28.868,28.868,0.104,0.137,0.181,0.202,0.229,0.0,0.0,0.0,0.0,23.573326,850.0,-3.0,-16.0,4870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.2,0.0
2025-06-03 08:00:00+00:00,24.568,23.000525,91.0,29.217377,1013.722,60.0,49.0,0.0,24140.0,0.01,0.0,0.2776463,5.815978,10.086427,11.480557,13.755579,158.19853,145.17545,138.81418,132.87889,11.5199995,25.968,25.468,24.868,23.868,26.368,28.718,28.868,0.106,0.136,0.18,0.202,0.229,0.0,0.0,0.0,0.0,23.403738,820.0,-2.6,-13.0,4870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.1,0.0
2025-06-03 09:00:00+00:00,24.918001,22.978792,89.0,29.5541,1013.7261,52.0,53.0,0.0,24140.0,0.01,0.0,0.34650254,5.815978,10.009036,11.966954,14.565548,158.19853,142.3057,136.2188,129.98683,11.879999,25.868,25.368,24.768,24.418001,26.318,28.518,28.868,0.108,0.136,0.18,0.202,0.229,0.0,0.0,0.0,0.0,23.478409,810.0,-2.4,-19.0,4880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.1,0.0
2025-06-03 10:00:00+00:00,25.568,23.242653,87.0,30.456245,1013.9328,64.0,56.0,0.0,24140.0,0.01,0.0,0.42561173,5.154415,8.435069,10.44,13.324863,155.22488,140.19447,133.60289,128.41809,11.5199995,25.868,25.268,24.668001,25.818,26.318,28.318,28.868,0.11,0.136,0.18,0.202,0.229,0.0,0.0,0.0,0.0,23.842518,840.0,-2.0,-46.0,4880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.3,0.0
2025-06-03 11:00:00+00:00,26.418001,23.494734,84.0,31.609715,1014.341,77.0,58.0,0.0,24140.0,0.01,0.029869862,0.55078745,4.1046314,6.1094027,8.714677,11.681987,142.12495,135.0001,128.2902,123.690094,11.5199995,25.868,25.268,24.668001,27.768,26.418001,28.168001,28.818,0.111,0.137,0.18,0.202,0.229,0.2,0.2,1.0,1056.0544,24.254007,900.0,-1.9,-37.0,4880.0,45.0,28.0,45.000008,97.82984,60.871902,64.65259,17.0,131.7424,113.37785,36.95794,189.27747,246.48305,1017.7,0.0
2025-06-03 12:00:00+00:00,27.318,23.56324,80.0,32.368,1014.6499,89.0,61.0,0.0,24140.0,0.03,0.11968276,0.7258165,5.3517847,6.638072,9.085988,11.983188,132.27362,130.60121,123.6901,122.73522,11.159999,26.068,25.368,24.768,29.868,26.868,28.068,28.818,0.112,0.137,0.18,0.202,0.229,1.4,1.4,1.0,3600.0,24.554874,950.0,-2.6,-16.0,4880.0,161.0,96.0,161.0,220.94077,131.74107,220.94077,65.0,217.6701,397.00833,89.199684,298.70932,544.8157,1018.0,0.0
2025-06-03 13:00:00+00:00,28.218,23.584406,76.0,32.607807,1014.8594,74.0,56.0,0.0,24140.0,0.08,0.23002529,0.9178865,9.957108,12.031756,14.186923,16.279802,130.60121,128.92755,125.70678,125.095894,20.16,26.368,25.568,24.968,32.068,27.768,28.068,28.818,0.112,0.137,0.18,0.202,0.229,3.25,3.25,1.0,3600.0,24.831116,1000.0,-2.5,-7.0,4850.0,300.0,163.0,300.0,358.34952,194.70325,358.34952,137.0,266.362,683.7983,163.64629,318.169,816.7959,1018.2,0.0
2025-06-03 14:00:00+00:00,29.168001,23.369808,71.0,32.49226,1015.0692,59.0,50.0,0.0,24140.0,0.15,0.35104758,1.1718366,16.363178,20.188908,21.252197,22.828087,129.64413,129.93633,128.8114,127.95429,29.16,26.768,25.968,25.168001,34.418,29.018,28.118,28.818,0.111,0.137,0.18,0.201,0.228,5.35,5.35,1.0,3600.0,24.974047,1040.0,-2.2,-6.0,4820.0,454.0,217.0,454.0,507.00168,242.3334,507.00168,237.0,337.06802,934.7706,264.66827,376.41864,1043.8993,1018.4,0.0
2025-06-03 15:00:00+00:00,30.068,23.01955,66.0,32.797283,1015.0791,44.0,45.0,0.0,24140.0,0.21000002,0.4698096,1.446882,20.972897,26.089443,26.87491,27.661497,129.42778,129.40063,129.0194,128.65984,38.16,27.268,26.468,25.568,36.317997,30.218,28.268,28.818,0.109,0.137,0.18,0.201,0.228,7.15,7.15,1.0,3600.0,25.02755,970.0,-2.6,0.0,4790.0,609.0,248.0,609.0,650.8392,265.03793,650.8392,361.0,423.65295,1132.8333,385.8012,452.75848,1210.6604,1018.4,0.0
2025-06-03 16:00:00+00:00,31.118,21.881851,58.0,33.622948,1014.69183,30.0,30.0,0.0,24140.0,0.26,0.59718704,1.8979111,22.828087,28.227304,28.732422,29.522196,127.95429,127.74687,127.875046,127.568665,39.239998,28.068,27.268,26.268,37.767998,31.418001,28.518,28.818,0.104,0.137,0.18,0.2,0.228,8.45,8.45,1.0,3600.0,24.661442,680.0,-2.9,0.0,4780.0,758.0,244.0,758.0,782.713,251.95511,782.713,514.0,540.3912,1264.4993,530.7579,558.00946,1305.7256,1018.0,0.0
2025-06-03 17:00:00+00:00,32.118,20.38892,50.0,34.396877,1014.00494,16.0,15.0,0.0,24140.0,0.3,0.7096953,2.3914003,22.89611,28.082308,29.088802,29.882166,126.68982,126.13547,126.444534,126.17972,40.32,28.868,28.068,27.168001,38.767998,32.668,28.818,28.818,0.097,0.136,0.179,0.2,0.228,9.05,9.05,1.0,3600.0,24.117725,280.0,-2.7,0.0,4760.0,881.0,210.0,881.0,882.21436,210.28947,882.21436,671.0,675.3696,1320.807,671.9249,676.3006,1322.6277,1017.3,0.0
2025-06-03 18:00:00+00:00,32.668,19.190632,45.0,34.611004,1013.4126,2.0,0.0,0.0,24140.0,0.32,0.76001513,2.7135646,22.682856,27.871534,28.876396,29.671074,125.96061,125.537766,125.86991,125.61858,41.399998,29.468,28.668001,27.768,38.868,33.517998,29.118,28.818,0.091,0.136,0.179,0.199,0.228,8.8,8.8,1.0,3600.0,23.63031,60.0,-2.7,0.0,4750.0,928.0,168.0,928.0,901.0411,163.1195,901.0411,760.0,778.4224,1297.9302,737.9216,755.80884,1260.2245,1016.7,0.0
2025-06-03 19:00:00+00:00,32.567997,19.453228,46.0,34.526424,1012.9132,4.0,2.0,0.0,24140.0,0.31,0.7240751,2.6492343,22.104116,27.504093,28.00837,29.01743,127.05662,127.01997,127.16456,127.438644,39.96,29.568,28.768,27.868,37.618,33.918,29.468,28.818,0.087,0.136,0.179,0.198,0.228,7.8,7.8,1.0,3600.0,23.741938,180.0,-2.7,-3.0,4700.0,884.0,128.0,884.0,828.8835,120.019325,828.8835,756.0,839.29987,1197.4363,708.86414,786.97034,1122.7773,1016.2,0.0
2025-06-03 20:00:00+00:00,31.968,20.572292,51.0,34.004593,1012.40857,6.0,5.0,0.0,24140.0,0.29000002,0.6209994,2.3237715,21.479664,26.31942,27.103003,27.841293,129.55963,130.0062,129.61066,130.27979,38.519997,29.368,28.568,27.568,35.468,33.968,29.818,28.818,0.084,0.136,0.179,0.198,0.227,6.15,6.15,1.0,3600.0,24.172575,470.0,-2.6,-14.0,4640.0,762.0,91.0,762.0,682.9006,81.55374,682.9006,671.0,869.2416,1026.1823,601.34686,779.00995,919.65936,1015.7,0.0
2025-06-03 21:00:00+00:00,31.118,21.597204,57.0,33.042706,1012.19995,8.0,7.0,0.0,24140.0,0.25,0.47405,1.9431508,19.881649,24.703974,25.476198,26.230639,132.06425,133.22856,132.70937,133.33171,37.079998,28.968,28.168001,27.268,33.168,33.618,30.068,28.818,0.082,0.136,0.179,0.197,0.227,4.15,4.15,1.0,3600.0,24.49045,720.0,-2.1,-27.0,4590.0,577.0,66.0,577.0,481.93167,55.125633,481.93167,511.0,853.5529,795.8434,426.80603,712.9189,664.7177,1015.5,0.0
2025-06-03 22:00:00+00:00,29.918001,22.370188,64.0,32.480286,1012.2866,31.0,5.0,0.0,24140.0,0.20000002,0.29884744,1.5189703,17.566378,22.159746,23.424908,24.951921,135.83023,136.97493,136.24529,136.16905,33.48,28.368,27.568,26.768,30.768,32.668,30.218,28.818,0.082,0.136,0.179,0.197,0.227,2.1,2.1,1.0,3600.0,24.570473,860.0,-1.7,-36.0,4560.0,350.0,51.0,350.0,251.59769,36.661377,251.59769,299.0,761.25867,522.12054,214.93631,547.2312,375.32663,1015.6,0.0
2025-06-03 23:00:00+00:00,28.418001,22.882067,72.0,31.708393,1012.6689,55.0,4.0,0.0,24140.0,0.13,0.12980084,1.0834484,14.618837,19.734436,20.972897,23.233252,142.00122,141.66663,140.57222,139.39879,30.239998,27.568,26.868,26.168001,28.268,31.318,30.318,28.818,0.083,0.135,0.178,0.197,0.227,0.55,0.6,1.0,3300.3591,24.423706,960.0,-2.3,-40.0,4540.0,133.0,28.0,132.99998,42.3428,8.914273,40.06938,105.0,590.5344,223.66794,33.428528,177.91241,71.20847,1016.0,0.0
2025-06-04 00:00:00+00:00,27.268,23.095335,78.0,31.025837,1013.0548,78.0,2.0,0.0,24140.0,0.08,0.033771902,0.79610443,12.287555,17.373497,19.083395,21.758419,148.17259,145.9806,144.21094,141.04408,26.64,26.968,26.368,25.668001,26.418001,30.168001,30.318,28.818,0.084,0.135,0.178,0.197,0.227,0.0,0.0,0.0,244.9465,24.21891,990.0,-2.4,-31.0,4510.0,14.0,4.0,14.000004,0.0,0.0,0.0,10.0,158.38025,25.90622,0.0,0.0,0.0,1016.4,0.0
2025-06-04 01:00:00+00:00,26.668001,22.931149,80.0,30.525051,1013.44684,85.0,5.0,0.0,24140.0,0.050000004,0.02652934,0.69872355,10.948973,16.179987,17.873556,20.240198,152.59251,147.72438,145.66972,141.49933,23.759998,26.768,26.168001,25.468,25.668001,29.368,30.218,28.818,0.085,0.135,0.178,0.197,0.227,0.0,0.0,0.0,0.0,23.930851,890.0,-2.3,-11.0,4510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.8,0.0
2025-06-04 02:00:00+00:00,26.368,22.6394,80.0,30.148724,1013.9417,93.0,7.0,0.0,24140.0,0.04,0.02398553,0.68651867,10.30883,15.496736,17.0763,19.174856,155.22488,149.26459,145.30478,140.3322,21.24,26.668001,26.168001,25.468,25.518,28.718,30.068,28.868,0.087,0.134,0.178,0.197,0.227,0.0,0.0,0.0,0.0,23.642838,730.0,-2.3,-11.0,4520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.3,0.0
2025-06-04 03:00:00+00:00,26.118,22.60075,81.0,29.966503,1014.0385,100.0,10.0,0.0,24140.0,0.03,0.019840844,0.6426532,9.693296,14.512064,15.778516,17.654688,158.19853,150.2552,145.22209,140.79282,18.359999,26.568,26.068,25.368,25.418001,28.218,29.918001,28.868,0.089,0.134,0.178,0.197,0.227,0.0,0.0,0.0,0.0,23.543253,630.0,-2.4,-10.0,4520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.4,0.0
2025-06-04 04:00:00+00:00,25.818,22.710072,83.0,29.881649,1013.53705,80.0,20.0,0.0,24140.0,0.02,0.012949873,0.5648978,8.654986,12.879752,14.081477,15.629971,163.0724,153.43501,147.52882,141.54626,16.919998,26.268,25.768,25.068,25.168001,27.818,29.768,28.868,0.091,0.134,0.178,0.197,0.227,0.0,0.0,0.0,0.0,23.532913,680.0,-2.5,-14.0,4520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.9,0.0
2025-06-04 05:00:00+00:00,25.568,23.242653,87.0,30.146183,1012.73676,60.0,30.0,0.0,24140.0,0.02,0.0031971124,0.42561173,7.2805495,10.966713,11.923557,13.479583,171.46931,156.80138,151.11351,145.88548,15.84,25.968,25.468,24.768,25.018,27.518,29.568,28.868,0.092,0.134,0.178,0.196,0.227,0.0,0.0,0.0,0.0,23.842518,790.0,-2.5,-17.0,4520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.1,0.0
2025-06-04 06:00:00+00:00,25.318,23.37302,89.0,30.089985,1012.13586,40.0,40.0,0.0,24140.0,0.02,0.0,0.35482788,6.489992,9.449572,10.30883,11.792404,176.82024,162.25523,155.22488,148.73633,14.4,25.668001,25.168001,24.468,24.818,27.218,29.368,28.868,0.094,0.134,0.178,0.196,0.227,0.0,0.0,0.0,0.0,23.871462,860.0,-2.4,-17.0,4520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.5,0.0
2025-06-04 07:00:00+00:00,24.968,23.39585,91.0,29.80817,1011.93243,34.0,34.0,0.0,24140.0,0.02,0.0,0.2843349,6.12,8.905908,9.693296,10.948973,180.0,165.96373,158.19853,152.59251,13.32,25.468,24.968,24.368,24.318,26.918001,29.168001,28.868,0.096,0.134,0.178,0.196,0.227,0.0,0.0,0.0,0.0,23.798664,850.0,-2.3,-16.0,4570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.3,0.0
2025-06-04 08:00:00+00:00,24.618,23.40977,93.0,29.467033,1011.8289,28.0,28.0,0.0,24140.0,0.01,0.0,0.21658349,6.12,8.825508,9.449572,10.966713,180.0,168.23174,162.25523,156.80138,12.599999,25.368,24.868,24.268,23.868,26.668001,29.018,28.868,0.098,0.134,0.177,0.196,0.227,0.0,0.0,0.0,0.0,23.722107,810.0,-2.0,-9.0,4610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.2,0.0
2025-06-04 09:00:00+00:00,24.668001,23.280191,92.0,29.439121,1011.9293,22.0,22.0,0.0,24140.0,0.01,0.0,0.2482667,6.12,8.759178,9.346143,10.829958,180.0,170.53775,164.3577,158.5522,11.5199995,25.368,24.868,24.268,24.268,26.518,28.818,28.868,0.1,0.134,0.177,0.196,0.227,0.0,0.0,0.0,0.0,23.637142,730.0,-1.7,-10.0,4660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.3,0.0
2025-06-04 10:00:00+00:00,25.318,23.185925,88.0,30.12997,1012.3352,18.0,18.0,0.0,24140.0,0.01,0.0,0.38709235,5.4477882,7.5685663,7.9932976,9.793058,187.59456,177.27374,172.23492,162.89719,11.5199995,25.368,24.868,24.268,26.218,26.418001,28.618,28.868,0.102,0.134,0.177,0.196,0.227,0.0,0.0,0.0,0.0,23.734848,600.0,-1.1,-9.0,4680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.7,0.0
2025-06-04 11:00:00+00:00,26.368,22.844255,81.0,31.057194,1012.84534,14.0,14.0,0.0,14840.0,0.01,0.034223683,0.6521802,4.896529,6.162207,6.4799995,8.557102,197.10281,186.70975,180.0,165.37909,11.159999,25.568,24.868,24.268,29.018,26.468,28.418001,28.868,0.103,0.134,0.177,0.196,0.227,0.2,0.2,1.0,1765.4465,23.783924,430.0,-1.0,-11.0,4690.0,61.0,22.0,61.0,132.62784,47.83299,87.61974,39.0,302.4156,113.23779,84.794846,434.3865,246.20465,1016.2,0.0
2025-06-04 12:00:00+00:00,27.518,22.468483,74.0,31.965115,1013.25665,10.0,10.0,0.0,24120.0,0.03,0.15239102,0.95475864,5.0528407,6.130579,6.519877,8.766573,184.08554,176.6336,173.6599,160.82089,11.159999,25.868,25.168001,24.468,31.718,26.968,28.318,28.868,0.103,0.134,0.177,0.196,0.227,1.4,1.4,1.0,3600.0,23.874226,300.0,-1.1,-5.0,4710.0,217.0,75.0,217.00002,297.80246,102.92712,297.8025,142.0,475.90466,396.5764,194.87534,653.1133,544.2462,1016.6,0.0
